year,tile,image_id,status
2023,224073,LE72240732023140ASN00,fail
2023,224073,LC92240732023123LGN00,fail
2023,224073,LC92240732023267LGN00,fail
2023,224073,LC82240732023355LGN00,fail
2023,224073,LE72240732023101ASN00,fail
2023,224073,LE72240732023238ASN00,fail
2023,224073,LC92240732023091LGN00,fail
2023,224073,LE72240732023167ASN00,fail
2023,224073,LE72240732023189ASN00,fail
2023,224073,LC92240732023219LGN00,fail
2023,224073,LC92240732023299LGN00,fail
2023,229070,LE72290702023087ASN00,fail
2023,229070,LE72300702023136EDC00,fail
2023,229070,LE72290702023092EDC00,fail
2023,229070,LC82290702023006LGN00,fail
2023,229070,LE72300702023158EDC00,fail
2023,229070,LC82290702023038LGN00,fail
2023,229070,LE72300702023114EDC00,fail
2023,229070,LE72290702023109EDC00,fail
2023,228072,LE72280722023026ASN00,fail
2023,228072,LE72280722023065ASN00,fail
2023,228072,LE72280722023246EDC00,fail
2023,228072,LE72290722023273ASN00,fail
2023,228072,LE72290722023197EDC00,fail
2023,228072,LE72280722023354ASN01,fail
2023,228072,LE72280722023359ASN00,fail
2023,228072,LC82280722023271LGN00,fail
2023,228072,LE72280722023009ASN00,fail
2023,228072,LC82280722023031LGN00,fail
2011,227073,LE72270732011223EDC00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LE72270732011255EDC00,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LE72270732011127EDC00,fail
2011,227073,LE72270732011111EDC00,fail
2011,227073,LE72270732011015COA00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LT52270732011103CUB00,fail
2011,227073,LT52270732011087CUB00,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011031EDC00,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LE72270732011239EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LE72270732011351EDC00,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LT52270732011023CUB00,fail
2011,227073,LE72270732011015COA00,fail
2011,227073,LT52270732011087CUB00,fail
2011,227073,LE72270732011111EDC00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LE72270732011255EDC00,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LT52270732011023CUB00,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LE72270732011351EDC00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LE72270732011239EDC00,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LE72270732011031EDC00,fail
2011,227073,LT52270732011103CUB00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LE72270732011127EDC00,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LE72270732011223EDC00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LE72270732011223EDC00,fail
2011,227073,LT52270732011023CUB00,fail
2011,227073,LE72270732011127EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LE72270732011031EDC00,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LE72270732011239EDC00,fail
2011,227073,LT52270732011103CUB00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LE72270732011111EDC00,fail
2011,227073,LE72270732011255EDC00,fail
2011,227073,LE72270732011351EDC00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LE72270732011015COA00,fail
2011,227073,LT52270732011087CUB00,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LT52270732011087CUB00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LE72270732011015COA00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LT52270732011103CUB00,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LE72270732011351EDC00,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011031EDC00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LE72270732011255EDC00,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LT52270732011023CUB00,fail
2011,227073,LE72270732011127EDC00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LE72270732011239EDC00,fail
2011,227073,LE72270732011111EDC00,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LE72270732011223EDC00,fail
2011,224073,LE72240732011202EDC00,fail
2011,224073,LT52240732011098CUB00,fail
2011,224073,LE72240732011346EDC00,fail
2011,224073,LE72240732011170EDC00,fail
2011,224073,LE72240732011314EDC00,fail
2011,224073,LT52240732011242CUB01,fail
2011,224073,LE72240732011154EDC00,fail
2011,224073,LE72240732011218EDC00,fail
2011,224073,LT52240732011178CUB02,fail
2011,224073,LE72240732011042EDC00,fail
2011,224073,LE72240732011026EDC00,fail
2011,224073,LT52240732011162CUB00,fail
2011,224073,LE72240732011106EDC00,fail
2011,224073,LE72240732011330EDC00,fail
2011,224073,LT52240732011066CUB00,fail
2011,224073,LE72240732011266EDC00,fail
2011,224073,LE72240732011074EDC00,fail
2011,224073,LE72240732011010COA00,fail
2011,224073,LE72240732011234EDC00,fail
2011,224073,LE72240732011250EDC00,fail
2011,224073,LT52240732011306CUB00,fail
2011,224073,LT52240732011226CUB01,fail
2011,224073,LE72240732011138EDC00,fail
2011,224073,LE72240732011186EDC00,fail
2011,224073,LT52240732011002COA00,fail
2011,224073,LE72240732011362EDC00,fail
2011,224073,LT52240732011018CUB00,fail
2011,224073,LE72240732011090EDC00,fail
2011,224073,LT52240732011034CUB00,fail
2011,224073,LT52240732011258CUB01,fail
2011,224073,LT52240732011114CUB00,fail
2011,224073,LT52240732011050CUB00,fail
2011,229070,LE72290702011045COA00,fail
2011,224073,LE72240732011330EDC00,fail
2011,224073,LE72240732011026EDC00,fail
2011,224073,LT52240732011018CUB00,fail
2011,224073,LE72240732011234EDC00,fail
2011,224073,LE72240732011314EDC00,fail
2011,224073,LE72240732011106EDC00,fail
2011,224073,LE72240732011074EDC00,fail
2011,224073,LT52240732011066CUB00,fail
2011,224073,LE72240732011090EDC00,fail
2011,224073,LE72240732011202EDC00,fail
2011,224073,LT52240732011098CUB00,fail
2011,224073,LE72240732011154EDC00,fail
2011,224073,LE72240732011010COA00,fail
2011,224073,LT52240732011226CUB01,fail
2011,224073,LT52240732011162CUB00,fail
2011,224073,LE72240732011138EDC00,fail
2011,224073,LT52240732011034CUB00,fail
2011,224073,LE72240732011250EDC00,fail
2011,224073,LE72240732011218EDC00,fail
2011,224073,LT52240732011306CUB00,fail
2011,224073,LT52240732011050CUB00,fail
2011,224073,LE72240732011170EDC00,fail
2011,224073,LT52240732011242CUB01,fail
2011,224073,LT52240732011178CUB02,fail
2011,224073,LE72240732011346EDC00,fail
2011,224073,LE72240732011042EDC00,fail
2011,224073,LT52240732011258CUB01,fail
2011,224073,LE72240732011186EDC00,fail
2011,224073,LT52240732011002COA00,fail
2011,224073,LE72240732011362EDC00,fail
2011,224073,LE72240732011266EDC00,fail
2011,224073,LT52240732011114CUB00,fail
2011,227073,LT52270732011023CUB00,fail
2011,227073,LE72270732011127EDC00,fail
2011,227073,LE72270732011031EDC00,fail
2011,227073,LE72270732011239EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LT52270732011087CUB00,fail
2011,227073,LE72270732011223EDC00,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LE72270732011351EDC00,fail
2011,227073,LT52270732011103CUB00,fail
2011,229070,LE72290702011045COA00,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LE72270732011111EDC00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LE72270732011015COA00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011255EDC00,fail
2011,228072,LE72280722011006COA00,fail
2011,228072,LE72280722011326EDC00,fail
2011,228072,LE72280722011342EDC00,fail
2011,228072,LE72280722011086EDC00,fail
2011,224073,LT52240732011162CUB00,fail
2011,224073,LT52240732011242CUB01,fail
2011,224073,LE72240732011186EDC00,fail
2011,224073,LT52240732011050CUB00,fail
2011,224073,LE72240732011170EDC00,fail
2011,224073,LT52240732011306CUB00,fail
2011,224073,LE72240732011138EDC00,fail
2011,224073,LE72240732011106EDC00,fail
2011,224073,LT52240732011098CUB00,fail
2011,224073,LT52240732011226CUB01,fail
2011,224073,LE72240732011074EDC00,fail
2011,224073,LE72240732011202EDC00,fail
2011,224073,LE72240732011026EDC00,fail
2011,224073,LE72240732011330EDC00,fail
2011,224073,LT52240732011034CUB00,fail
2011,224073,LE72240732011346EDC00,fail
2011,224073,LE72240732011362EDC00,fail
2011,224073,LE72240732011010COA00,fail
2011,224073,LT52240732011066CUB00,fail
2011,224073,LE72240732011314EDC00,fail
2011,224073,LE72240732011090EDC00,fail
2011,224073,LE72240732011042EDC00,fail
2011,224073,LT52240732011258CUB01,fail
2011,227073,LE72270732011111EDC00,fail
2011,224073,LT52240732011178CUB02,fail
2011,227073,LE72270732011351EDC00,fail
2011,224073,LE72240732011250EDC00,fail
2011,227073,LE72270732011335EDC00,fail
2011,227073,LE72270732011079EDC00,fail
2011,227073,LE72270732011031EDC00,fail
2011,224073,LT52240732011114CUB00,fail
2011,227073,LE72270732011239EDC00,fail
2011,224073,LE72240732011218EDC00,fail
2011,227073,LE72270732011015COA00,fail
2011,224073,LE72240732011234EDC00,fail
2011,227073,LE72270732011271EDC00,fail
2011,227073,LT52270732011055COA00,fail
2011,227073,LE72270732011175EDC00,fail
2011,227073,LT52270732011023CUB00,fail
2011,224073,LT52240732011018CUB00,fail
2011,227073,LT52270732011087CUB00,fail
2011,224073,LE72240732011266EDC00,fail
2011,224073,LE72240732011154EDC00,fail
2011,224073,LT52240732011002COA00,fail
2011,227073,LE72270732011095EDC00,fail
2011,227073,LE72270732011191EDC03,fail
2011,227073,LT52270732011247CUB01,fail
2011,227073,LE72270732011207EDC00,fail
2011,227073,LT52270732011167CUB00,fail
2011,227073,LT52270732011311CUB01,fail
2011,227073,LT52270732011279CUB02,fail
2011,227073,LT52270732011007CUB00,fail
2011,227073,LE72270732011255EDC00,fail
2011,227073,LT52270732011103CUB00,fail
2011,227073,LE72270732011143EDC00,fail
2011,227073,LT52270732011295CUB01,fail
2011,227073,LE72270732011127EDC00,fail
2011,229070,LE72290702011045COA00,fail
2011,227073,LE72270732011159EDC00,fail
2011,227073,LE72270732011223EDC00,fail
2011,228072,LE72280722011342EDC00,fail
2011,228072,LE72280722011006COA00,fail
2011,228072,LE72280722011326EDC00,fail
2011,228072,LE72280722011086EDC00,fail
